Kepler_ID,period,transit_depth,transit_duration,flux_std,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,label
4552729,21.85621282486816,0.0056163925019333,10.0,0.0064655870861106,4552729,K02691.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,97.4463194,204.83009,0.063,6.765,2141.1,3.05,283.0,1.52,62.8,1,q1_q17_dr25_tce,4735.0,4.627,0.686,289.10992,39.68539,14.981,1
4556468,170.7216553199592,0.0008346921499748,0.5,0.0003624539123941,4556468,K04491.01,Kepler-1609 b,CONFIRMED,CANDIDATE,0.944,0,0,0,0,114.336052,216.7966,0.529,14.077,239.8,2.09,429.0,8.02,13.0,1,q1_q17_dr25_tce,5802.0,4.218,1.316,290.14655,39.665821,15.015,1
4557341,463.7340308070424,0.0032034479381187,10.0,0.0015688274205588,4557341,K08094.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,1,0,361.901618,405.3021,0.093,4.984,184.1,0.95,198.0,0.37,8.5,1,q1_q17_dr25_tce,5053.0,4.603,0.717,290.37891,39.694,12.673,0
4563268,179.10977026605772,0.0002502312671447,5.25,0.0004317383214924,4563268,K00627.01,Kepler-625 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.75192755,176.17197,0.546,3.5413,407.3,1.89,852.0,124.47,77.3,1,q1_q17_dr25_tce,5604.0,4.52,0.912,292.15045,39.637581,13.307,1
4563268,179.10977026605772,0.0002502312671447,5.25,0.0004317383214924,4563268,K00627.02,Kepler-625 c,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.16536757,132.04068,0.348,3.2935,120.0,1.0,1048.0,284.49,30.4,2,q1_q17_dr25_tce,5604.0,4.52,0.912,292.15045,39.637581,13.307,1
4565985,31.465702200911327,0.0087975844791687,7.65,0.0135061454151638,4565985,K06424.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,17.51191534,134.39065,0.008,5.678,728.8,52.64,2246.0,6014.16,41.0,1,q1_q17_dr25_tce,4029.0,1.786,20.888,292.92682,39.613361,9.242,0
4566848,370.56842147933605,0.0042066718699655,0.5,0.0006878101118316,4566848,K05071.01,,CANDIDATE,CANDIDATE,0.986,0,0,0,0,180.4118581,142.86513,0.953,3.29,4268.0,8.86,329.0,2.77,33.2,1,q1_q17_dr25_tce,6032.0,4.485,0.973,293.16476,39.631561,15.656,1
4566999,262.2370332213691,0.000503875843913,2.9000000000000004,0.0003764118653904,4566999,K08247.01,,FALSE POSITIVE,FALSE POSITIVE,0.132,1,0,0,0,527.68601,176.6176,0.011,4.817,602.0,2.0,203.0,0.4,6.8,1,q1_q17_dr25_tce,5657.0,4.567,0.824,293.20059,39.664879,15.031,0
4568117,21.063098046455806,3.564577658192934e-05,10.0,0.0002105284866482,4568117,K04248.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.562563871,131.73458,0.36,1.591,34.6,0.69,2626.0,11201.45,16.4,1,q1_q17_dr25_tce,6577.0,4.381,1.145,293.48825,39.696331,13.54,0
4568298,583.0589778340911,0.0011716002295869,2.9000000000000004,0.0006566333195543,4568298,K02986.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.562555067,131.74958,0.527,1.7402,198.3,1.21,2046.0,4128.4,21.7,1,q1_q17_dr25_tce,5793.0,4.561,0.832,293.53629,39.69009,15.945,0
4569590,40.992334801287264,0.1078843195302974,10.0,0.065852360173598,4569590,K06426.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,41.3701638,166.1673,0.653,29.254,6907.1,59.95,1133.0,389.15,91.3,1,q1_q17_dr25_tce,4764.0,2.777,6.883,293.86234,39.690128,12.799,0
4569942,60.26809939427722,0.0001468589444527,10.0,0.0004475766602467,4569942,K08248.01,,FALSE POSITIVE,FALSE POSITIVE,0.159,1,0,0,0,267.911652,160.2278,0.016,4.124,695.0,2.38,257.0,1.03,7.7,1,q1_q17_dr25_tce,5291.0,4.423,0.926,293.94141,39.642658,15.204,0
4570555,49.78538945214594,0.0001233254726583,10.0,0.0003577478212553,4570555,K05072.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,4.750256809,134.63889,0.727,1.9278,395.1,12.35,2090.0,4504.96,42.7,1,q1_q17_dr25_tce,5161.0,3.192,5.753,294.09631,39.647079,11.54,0
4570931,521.4493494848884,0.0001868859585296,10.0,0.0001864881617135,4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.544927524,133.54909,0.533,1.0134,138.5,1.39,1824.0,2606.96,25.4,1,q1_q17_dr25_tce,6309.0,4.34,1.132,294.18967,39.617119,13.643,0
4570949,582.1824107488355,0.001811228740578,10.0,0.0008332374174528,4570949,K01658.01,Kepler-76 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,1.544928892,133.5487914,0.918,1.43586,5817.3,13.43,1997.0,3765.46,1109.7,1,q1_q17_dr25_tce,6309.0,4.199,1.412,294.19211,39.618999,13.308,1
4571536,28.179569864949823,0.000234297439558,5.25,0.0006694198801332,4571536,K02954.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.676715927,131.7606,0.652,0.63,264.5,1.29,1735.0,2135.8,14.5,1,q1_q17_dr25_tce,5334.0,4.56,0.733,294.34518,39.683929,15.713,0
4571844,60.41765254055286,0.0004048536636312,5.25,0.0006952504586419,4571844,K04353.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,17.8075656,146.88323,0.474,1.643,1511.0,3.92,742.0,71.56,11.8,1,q1_q17_dr25_tce,6194.0,4.45,0.981,294.42126,39.628471,15.574,1
4572728,20.557165500057742,3.3466395697357145e-05,10.0,0.0001390900632435,4572728,K08249.01,,CANDIDATE,CANDIDATE,0.363,0,0,0,0,309.191789,326.2209,0.155,11.392,122.8,1.96,383.0,5.08,10.5,1,q1_q17_dr25_tce,6299.0,3.99,1.754,294.63766,39.655811,12.746,1
4574310,156.58235231883063,0.4006001668902151,0.5,0.110619824271287,4574310,K06427.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.306220168,132.1122056,0.352,5.14519,481370.0,83.16,2095.0,4556.14,2019.4,1,q1_q17_dr25_tce,6600.0,4.238,1.124,294.99365,39.64283,13.242,0
4574319,363.6365016840772,0.0019354339696461,5.25,0.0010458921161824,4574319,K07697.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.30627214,132.0858,0.57,5.144,95.4,0.87,1490.0,1161.23,10.3,1,q1_q17_dr25_tce,5513.0,4.543,0.862,294.99649,39.629921,15.762,0
4578594,252.12398735465985,0.071779599242209,0.5,0.0056616565625857,4578594,K06429.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,252.1638623,191.470778,1.149,23.92,103788.0,50.74,242.0,0.81,864.5,1,q1_q17_dr25_tce,5432.0,4.608,0.745,295.92361,39.60907,15.793,0
4579313,310.4096297698502,0.0028954118046053,0.5,0.0004959097786761,4579313,K03884.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.112405306,132.97515,1.207,2.5845,489.0,19.01,1225.0,533.2,42.2,1,q1_q17_dr25_tce,5562.0,4.601,0.756,296.05884,39.613579,14.811,0
4579321,184.83574430359425,0.4366770407915389,0.5,0.0567355511580803,4579321,K03657.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.112395777,134.034448,1.285,2.7714,262602.0,115.26,1419.0,957.45,243.2,1,q1_q17_dr25_tce,5780.0,4.438,1.0,296.06036,39.615211,17.388,0
4579598,24.12237406406236,0.0005690106411227,2.9000000000000004,0.0010305019495711,4579598,K04414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.866346,131.6286,0.409,2.011,116.4,1.24,2165.0,5186.18,13.9,1,q1_q17_dr25_tce,6241.0,4.366,1.131,296.11276,39.611599,13.789,0
4586482,311.40758315499926,0.1617438482070582,0.5,0.0075107881502596,4586482,K05073.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,623.005238,201.386299,0.895,23.5615,140332.0,66.64,229.0,0.64,2386.6,2,q1_q17_dr25_tce,5689.0,4.299,1.207,297.48386,39.63649,14.023,0
4587135,32.16091157103848,0.0001645969966148,10.0,0.0006349811067937,4587135,K04680.01,,CANDIDATE,CANDIDATE,0.767,0,0,0,0,54.0812235,145.2689,0.182,6.279,411.1,1.54,431.0,8.19,11.6,1,q1_q17_dr25_tce,5757.0,4.597,0.762,297.59964,39.626339,15.487,1
4633434,267.22182524165873,0.1221354247959681,0.5,0.0102032647454544,4633434,K06431.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,22.271198511,134.7601462,0.775,4.58598,179042.0,39.79,515.0,16.62,2141.3,1,q1_q17_dr25_tce,5068.0,4.556,0.73,283.98602,39.784538,15.362,0
4633570,25.701645766031028,0.0005453471435572,10.0,0.0017090520815716,4633570,K00446.01,Kepler-158 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.70920628,174.75417,0.855,2.7052,839.8,2.27,500.0,14.73,40.4,1,q1_q17_dr25_tce,4621.0,4.605,0.668,284.03223,39.78133,14.427,1
4633570,25.701645766031028,0.0005453471435572,10.0,0.0017090520815716,4633570,K00446.02,Kepler-158 c,CONFIRMED,CANDIDATE,0.895,0,0,0,0,28.55158187,185.47672,0.623,4.1502,807.8,1.97,418.0,7.21,36.0,2,q1_q17_dr25_tce,4621.0,4.605,0.668,284.03223,39.78133,14.427,1
4634135,479.18877427017264,0.02139281541685,0.5,0.0012454742334772,4634135,K03328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,63.9005941,189.47344,1.194,8.2789,17097.0,25.91,353.0,3.68,110.8,1,q1_q17_dr25_tce,5204.0,4.63,0.634,284.30792,39.70039,15.426,0
4636565,375.490740150756,0.0002435277525241,7.65,0.0001414711668058,4636565,K04138.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.81401302,133.0785,0.567,5.801,55.7,1.51,1723.0,2081.51,33.8,1,q1_q17_dr25_tce,5541.0,3.869,1.967,285.41519,39.776009,12.511,0
4636578,34.00532525124106,0.0002721169117897,10.0,0.0009391339843482,4636578,K02025.01,Kepler-350 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.84850835,148.39117,0.849,5.8919,391.2,3.29,888.0,146.82,43.5,1,q1_q17_dr25_tce,6188.0,4.152,1.465,285.41962,39.706108,13.781,1
4636578,34.00532525124106,0.0002721169117897,10.0,0.0009391339843482,4636578,K02025.02,Kepler-350 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,26.1363443,131.61796,0.187,6.613,362.2,2.8,782.0,88.29,38.1,2,q1_q17_dr25_tce,6188.0,4.152,1.465,285.41962,39.706108,13.781,1
4636578,34.00532525124106,0.0002721169117897,10.0,0.0009391339843482,4636578,K02025.03,Kepler-350 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,11.1895709,140.63504,0.541,5.3,143.3,1.81,1037.0,273.37,19.9,3,q1_q17_dr25_tce,6188.0,4.152,1.465,285.41962,39.706108,13.781,1
4638237,33.16082218541219,6.114175760821662e-05,5.25,0.0002006601574658,4638237,K03811.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,290.1401717,307.250618,0.935,2.1583,4836.0,11.58,304.0,2.02,69.1,1,q1_q17_dr25_tce,5631.0,4.212,1.263,286.15311,39.714901,13.906,1
4639868,398.00651428116817,0.015078620324265,0.5,0.0005583134210206,4639868,K01326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,53.100942624,135.9717179,0.988,2.2868,19981.1,24.02,464.0,10.93,1108.5,1,q1_q17_dr25_tce,5465.0,4.396,0.973,286.83487,39.760849,12.907,0
4644604,145.91969849698162,0.0005887535162973,0.5,0.0004948366335249,4644604,K00628.01,Kepler-626 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.48584765,175.00624,0.93,3.1365,457.1,2.88,784.0,89.16,52.2,1,q1_q17_dr25_tce,5784.0,4.352,1.085,288.69864,39.70829,13.946,1
4644952,27.43746615109993,0.0069168132245703,5.25,0.0075237644762398,4644952,K01805.01,Kepler-319 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.94135824,137.5437,0.871,1.8899,825.0,2.96,876.0,139.05,43.1,1,q1_q17_dr25_tce,5527.0,4.491,0.88,288.81195,39.77066,13.828,1
4644952,27.43746615109993,0.0069168132245703,5.25,0.0075237644762398,4644952,K01805.02,Kepler-319 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,31.7821117,134.8645,0.17,3.856,570.2,2.08,528.0,18.32,21.6,3,q1_q17_dr25_tce,5527.0,4.491,0.88,288.81195,39.77066,13.828,1
4644952,27.43746615109993,0.0069168132245703,5.25,0.0075237644762398,4644952,K01805.03,Kepler-319 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.36273233,135.23342,0.732,2.2375,341.6,1.76,1023.0,258.7,25.6,2,q1_q17_dr25_tce,5527.0,4.491,0.88,288.81195,39.77066,13.828,1
4645174,20.780000360019105,6.0887186269100826e-05,10.0,0.0004538010073696,4645174,K03437.01,Kepler-1500 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,15.0330623,131.89493,0.896,6.326,132.2,2.18,928.0,175.74,14.9,1,q1_q17_dr25_tce,5849.0,4.076,1.601,288.88333,39.74456,14.606,1
4645174,20.780000360019105,6.0887186269100826e-05,10.0,0.0004538010073696,4645174,K03437.02,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,34.7496038,158.68412,0.984,4.548,227.1,3.51,702.0,57.44,11.4,2,q1_q17_dr25_tce,5849.0,4.076,1.601,288.88333,39.74456,14.606,1
4645492,550.9056991423114,0.0005795511148971,5.25,0.0002893289478472,4645492,K08095.01,,FALSE POSITIVE,FALSE POSITIVE,0.3,1,0,0,0,508.04103,361.7222,0.476,5.398,371.7,1.89,217.0,0.53,9.9,1,q1_q17_dr25_tce,5672.0,4.503,0.965,288.97824,39.750259,13.942,0
4645833,22.275806108352,0.0001164728981402,10.0,0.0011648484960963,4645833,K04783.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.743495989,132.18904,1.144,2.255,172.8,11.82,1617.0,1612.65,26.0,2,q1_q17_dr25_tce,5345.0,4.639,0.686,289.07837,39.70882,15.222,0
4647662,20.425765279890552,7.439742474719353e-05,10.0,0.0005085116702439,4647662,K04806.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.06484622,131.5817,0.242,3.287,42.4,0.72,2034.0,4059.63,12.5,1,q1_q17_dr25_tce,6445.0,4.417,1.087,289.64139,39.788029,14.772,0
4649305,22.63591052753476,0.000247962577454,10.0,0.0008378163808588,4649305,K00143.01,,CANDIDATE,CANDIDATE,0.983,0,0,0,0,22.65117451,140.337593,0.925,3.6895,2250.0,7.62,855.0,126.57,170.1,1,q1_q17_dr25_tce,6968.0,4.31,1.333,290.10333,39.781631,13.682,1
4649440,391.660792870653,0.01227948473666,10.0,0.003549241965379,4649440,K03919.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.37070781,147.66803,1.2,2.2466,653.2,108.54,1180.0,458.92,38.4,1,q1_q17_dr25_tce,5321.0,3.416,4.335,290.1377,39.765202,12.956,0
4650674,343.9162118785695,0.0005910351018038,2.9000000000000004,0.000384747011045,4650674,K01341.01,Kepler-824 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.51436096,134.0293,0.118,3.0083,230.7,1.84,1231.0,543.73,28.4,1,q1_q17_dr25_tce,5940.0,4.306,1.215,290.47742,39.73201,14.946,1
4650733,20.2276855611708,9.719616551399445e-05,7.65,0.0005030360835894,4650733,K01659.01,Kepler-1762 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,29.5390897,143.91607,0.213,4.139,403.3,2.51,714.0,61.49,18.8,1,q1_q17_dr25_tce,6572.0,4.365,1.238,290.49316,39.785519,15.111,1
4651399,59.00078500613714,0.0002729601408472,7.65,0.0008396163516373,4651399,K07698.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,1,0,0,0,508.807642,368.34861,0.016,4.495,2127.0,39.59,595.0,29.54,14.8,1,q1_q17_dr25_tce,4893.0,2.454,8.811,290.70056,39.799679,15.635,0
4656049,133.747322714675,0.0005594365781765,0.5,0.0005749374003772,4656049,K00629.01,Kepler-627 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,40.6992062,172.57123,0.854,7.074,429.9,3.2,685.0,52.05,38.5,1,q1_q17_dr25_tce,6419.0,4.175,1.362,292.10428,39.76791,13.949,1
4659255,197.9993820142734,0.0647582370775131,0.5,0.0047575695707046,4659255,K03580.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,198.01379181,234.151682,0.88,9.72673,142501.0,38.49,260.0,1.09,1411.3,1,q1_q17_dr25_tce,5359.0,4.566,0.708,293.04837,39.725349,15.546,0
4659405,580.3573190158402,0.0011026612737404,5.25,0.0003446181504539,4659405,K00630.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,4.532402495,171.92667,0.99,3.12,339.1,3.69,1160.0,426.69,43.1,1,q1_q17_dr25_tce,5575.0,4.278,1.173,293.08734,39.799122,13.932,0
4661634,73.89590434412688,0.1434544642884159,0.5,0.013678896817702,4661634,K06432.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,73.894163515,159.9005068,0.27,9.48995,213900.0,39.18,392.0,5.61,3902.3,1,q1_q17_dr25_tce,5442.0,4.469,0.841,293.6817,39.758839,15.329,0
4663185,594.4368241990263,0.0033095540775749,5.25,0.0007313182593455,4663185,K03805.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,56.6993107,146.1473,1.264,7.0706,5824.7,539.16,1261.0,598.36,76.3,1,q1_q17_dr25_tce,4727.0,2.497,13.547,294.07938,39.729641,11.356,0
4663658,449.84515375402265,0.0003693923591879,0.5,6.00317895979449e-05,4663658,K03187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.705891195,131.62062,0.511,5.281,15.0,1.0,4884.0,134291.26,32.9,1,q1_q17_dr25_tce,10346.0,4.077,2.449,294.20782,39.789291,11.321,0
4664046,22.087387225053497,0.001731361149998,5.25,0.0026444669576849,4664046,K02930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.12976597,132.526,0.338,3.096,133.7,0.83,1429.0,987.44,14.3,1,q1_q17_dr25_tce,5366.0,4.625,0.715,294.30652,39.765282,15.625,0
4664743,30.23733812902572,3.7982374520324045e-05,10.0,0.0001381806502386,4664743,K04642.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.27839331,132.0902,0.201,6.343,19.5,0.86,2853.0,15656.19,15.2,1,q1_q17_dr25_tce,7758.0,4.106,1.918,294.46487,39.725391,13.107,0
4664847,178.2245300135147,0.0029821740304837,0.5,0.0006507641809044,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.748094239,174.997206,0.517,3.5957,2472.1,5.52,964.0,204.39,113.2,1,q1_q17_dr25_tce,5973.0,4.439,1.085,294.4899,39.771439,15.67,1
4665571,426.92343588298513,0.0013285587111172,7.65,0.0008189362239409,4665571,K02393.01,Kepler-1834 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.60300256,133.22313,0.072,2.6848,302.5,1.32,848.0,122.02,22.2,2,q1_q17_dr25_tce,4821.0,4.529,0.788,294.6647,39.783829,14.903,1
4665571,426.92343588298513,0.0013285587111172,7.65,0.0008189362239409,4665571,K02393.02,Kepler-1834 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.766691517,132.19667,0.388,1.2638,244.0,1.22,1541.0,1334.22,29.5,1,q1_q17_dr25_tce,4821.0,4.529,0.788,294.6647,39.783829,14.903,1
4665989,175.36741866938186,0.2211873143423231,0.5,0.0662719090487775,4665989,K06433.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.124033822,131.62878,0.719,5.5728,247561.0,98.04,2547.0,9953.28,792.9,1,q1_q17_dr25_tce,7141.0,4.208,1.563,294.76398,39.752838,13.016,0
4665991,414.01561254788817,0.0013650444187247,5.25,0.0005669309426519,4665991,K04870.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.12401084,131.64952,0.297,3.052,43.6,0.61,1719.0,2058.79,10.0,1,q1_q17_dr25_tce,5941.0,4.519,0.911,294.76459,39.762718,14.665,0
4666008,357.5932740435244,0.0017050093233672,5.25,0.0004118084469353,4666008,K03872.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.248063246,132.75441,1.225,5.1297,631.7,30.38,1566.0,1421.38,87.9,1,q1_q17_dr25_tce,6325.0,4.409,1.112,294.77063,39.751202,14.434,0
4669402,25.482006365378204,0.0003278026273159,5.25,0.0004886697351256,4669402,K04128.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,143.196381,227.3054,1.017,10.424,618.1,6.64,380.0,4.95,17.4,1,q1_q17_dr25_tce,6007.0,4.333,1.06,295.53394,39.762249,14.034,0
4670217,31.39634285966252,0.0001930741874514,7.65,0.0006300667879325,4670217,K02560.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,18.1209388,134.17616,0.108,3.781,504.2,1.68,543.0,20.58,15.8,1,q1_q17_dr25_tce,4905.0,4.536,0.774,295.70517,39.75684,15.486,1
4670267,28.086623015703115,0.0953955030557488,0.5,0.0699339836729022,4670267,K07699.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.003049079,132.372429,0.568,7.9657,219273.0,42.5,1714.0,2049.63,1766.7,1,q1_q17_dr25_tce,5775.0,4.518,0.844,295.7168,39.777142,15.097,0
4670361,660.0645958563617,0.0004315251238093,5.25,0.0003234967258599,4670361,K07700.01,,CANDIDATE,CANDIDATE,0.381,0,0,0,0,631.56889,145.0148,0.636,14.37,789.0,3.13,237.0,0.75,20.7,1,q1_q17_dr25_tce,6382.0,4.432,1.059,295.73697,39.740452,14.0,1
4671584,27.97149985554212,0.0012895950261714,0.5,0.0004608522414943,4671584,K06434.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.796661168,134.032331,1.276,3.3781,2363.8,47.68,1661.0,1797.72,251.4,1,q1_q17_dr25_tce,6331.0,4.146,1.326,295.99811,39.742748,13.742,0
4673628,52.44585480230345,0.0001031738716912,10.0,0.000494435267591,4673628,K04056.01,Kepler-1935 b,CONFIRMED,CANDIDATE,0.838,0,0,0,0,3.951383138,132.06462,1.217,1.0582,405.7,23.51,1083.0,324.78,23.9,1,q1_q17_dr25_tce,5570.0,4.458,0.899,296.40375,39.722649,14.368,1
4676964,89.90083869536846,0.0002201681243132,7.65,0.0004391346434074,4676964,K03069.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,43.1024434,140.1394,0.011,7.124,299.8,1.88,539.0,19.96,14.3,1,q1_q17_dr25_tce,5741.0,4.365,1.097,297.03922,39.785259,14.914,1
4677282,24.56804713925112,0.0002648881496675,0.5,0.0003099530222521,4677282,K02766.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.572181216,131.77456,1.149,7.219,219.5,77.12,3384.0,30903.98,48.2,1,q1_q17_dr25_tce,6622.0,3.421,4.315,297.11057,39.703911,13.157,0
4678171,229.32306437105967,0.5056168091102105,0.5,0.0449360973114638,4678171,K06435.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,15.288709179,132.8060911,0.372,5.00366,512474.0,54.56,509.0,15.84,1758.7,1,q1_q17_dr25_tce,4464.0,4.577,0.719,297.284,39.70768,15.993,0
4678873,20.667435013448888,0.0304598957752083,0.5,0.0228604195934101,4678873,K05075.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.878877205,133.074035,1.005,5.8768,104026.0,109.55,2523.0,9554.79,525.4,1,q1_q17_dr25_tce,7542.0,4.036,1.999,297.42007,39.77375,12.725,0
4678875,20.667877903182823,0.2694587385519128,0.5,0.1870328222088959,4678875,K03664.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.87887673,133.0741983,0.441,6.60887,824392.0,148.25,1846.0,2750.37,3176.9,1,q1_q17_dr25_tce,6569.0,4.281,1.235,297.42035,39.775108,13.244,0
4678919,68.09063138703175,0.0038105418125991,0.5,0.0024797626318773,4678919,K04219.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.87885327,133.08861,0.513,3.302,120.9,0.97,1406.0,922.49,12.1,1,q1_q17_dr25_tce,5851.0,4.534,0.863,297.42743,39.781139,13.689,0
4679314,38.2854610699104,5.81857301464282e-05,10.0,0.0002339797930563,4679314,K04425.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,3.84835742,133.25649,0.671,10.18,84.2,0.77,1051.0,288.62,32.8,1,q1_q17_dr25_tce,5709.0,4.57,0.798,297.50562,39.756802,13.656,0
4679687,170.33480053925757,0.0024656985382409,0.5,0.0008416760284345,4679687,K04049.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.027904857,132.444316,1.261,1.6381,2381.2,30.48,1653.0,1769.2,117.8,1,q1_q17_dr25_tce,5432.0,4.446,0.872,297.58023,39.702702,15.32,0
4680772,672.3644935609362,0.0001263592664545,7.65,7.798404869338794e-05,4680772,K04707.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,26.190289,143.22089,0.109,2.148,51.8,1.05,793.0,93.35,9.3,1,q1_q17_dr25_tce,6434.0,4.208,1.441,297.77899,39.776001,11.66,0
4681152,22.02975608315658,0.0115565308324913,0.5,0.007145295961505,4681152,K06436.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,1.83592242,132.077813,1.189,5.9942,30745.9,46.3,1501.0,1195.13,1378.9,1,q1_q17_dr25_tce,5930.0,4.472,0.976,297.8519,39.783886,13.134,0
4725681,31.48104368674202,0.0023185237042118,10.0,0.0051420041931973,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,23.96793669,186.22182,0.416,3.827,1182.3,1.8,329.0,2.77,27.5,1,q1_q17_dr25_tce,3747.0,4.728,0.524,283.86639,39.898079,15.414,1
4725681,31.48104368674202,0.0023185237042118,10.0,0.0051420041931973,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,8.29561738,135.79284,0.888,1.3421,824.3,1.82,469.0,11.39,17.9,2,q1_q17_dr25_tce,3747.0,4.728,0.524,283.86639,39.898079,15.414,1
4729553,98.37509715532106,0.2083451288468627,0.5,0.0869069249487727,4729553,K06438.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.961292561,121.4629897,0.579,4.64294,325530.0,92.55,2344.0,7160.97,1703.0,1,q1_q17_dr25_tce,6300.0,4.188,1.404,285.72754,39.841282,12.221,0
4730442,366.0576270388575,0.000176925689403,5.25,0.0001690315466955,4730442,K07702.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.71051215,131.65812,0.057,1.284,42.2,1.04,2004.0,3820.16,11.2,1,q1_q17_dr25_tce,5925.0,3.989,1.589,286.112,39.80323,13.095,0
